Source,Freq,MJD_1,MJD_2,MJD_diff,Flux_1,Flux_2,Flux_diff
0336-019,22000.0,55099.041,55121.067,22.026000000005297,2.133,1.125,-1.008
0336-019,24100.0,57336.99528,57370.8267,33.83141999999498,3.178,3.1139,-0.06409999999999982
0336-019,24100.0,57468.54061,57498.55098,30.010370000003604,2.6694,2.6543,-0.015099999999999891
0336-019,24100.0,57498.55098,57525.60218,27.0512000000017,2.6543,2.1174,-0.5369000000000002
0336-019,24100.0,57737.74258,57777.791,40.04841999999917,1.9955,2.0919,0.09639999999999982
0336-019,24100.0,57737.74258,57778.75395,41.01137000000017,1.9955,2.292,0.29649999999999976
0336-019,24100.0,57737.96367,57777.791,39.827330000000075,2.7099,2.0919,-0.6180000000000003
0336-019,24100.0,57737.96367,57778.75395,40.790280000001076,2.7099,2.292,-0.4179000000000004
0336-019,24100.0,57777.791,57811.56493,33.77393000000302,2.0919,1.5384,-0.5534999999999999
0336-019,24100.0,57778.75395,57811.56493,32.81098000000202,2.292,1.5384,-0.7535999999999998
0336-019,24100.0,57811.56493,57837.66337,26.098440000001574,1.5384,1.8277,0.2893000000000001
0336-019,24100.0,57920.42018,57947.3254,26.905220000000554,2.1893,2.2733,0.08400000000000007
0336-019,24100.0,57947.3254,57981.28615,33.96074999999837,2.2733,2.324,0.05069999999999997
0336-019,24100.0,58136.8497,58159.70136,22.851660000000265,2.1283,2.2261,0.09780000000000033
0336-019,24100.0,58224.59755,58254.49025,29.89270000000397,1.7525,1.7587,0.006199999999999983
0336-019,24100.0,58254.49025,58290.30881,35.81855999999971,1.7587,1.9586,0.19989999999999997
0336-019,24100.0,58383.10564,58406.07635,22.970710000001418,2.1767,2.003,-0.17369999999999974
0336-019,24100.0,58406.07635,58434.01467,27.938319999993837,2.003,1.9219,-0.08110000000000017
0336-019,24100.0,58406.07635,58438.98881,32.912459999999555,2.003,1.8123,-0.1907000000000001
0336-019,24100.0,58434.01467,58467.79774,33.783070000004955,1.9219,1.6387,-0.2831999999999999
0336-019,24100.0,58438.98881,58467.79774,28.808929999999236,1.8123,1.6387,-0.17359999999999998
0336-019,24100.0,58532.62914,58556.56917,23.94003000000521,1.4601,1.5235,0.06340000000000012
0336-019,24100.0,58626.39866,58659.29365,32.89499000000069,1.2448,1.3349,0.09010000000000007
0336-019,24100.0,58626.39866,58659.3861,32.987440000004426,1.2448,1.2149,-0.029899999999999816
0336-019,24100.0,58659.29365,58688.21416,28.92051000000356,1.3349,1.1213,-0.2136
0336-019,24100.0,58659.3861,58688.21416,28.828059999999823,1.2149,1.1213,-0.09360000000000013
0336-019,24100.0,58688.21416,58710.16122,21.9470599999986,1.1213,1.1604,0.039100000000000135
0336-019,24100.0,58758.02647,58776.9749,18.94843000000401,1.052,1.1374,0.08539999999999992
0336-019,24100.0,58758.11893,58776.9749,18.855970000004163,0.9967,1.1374,0.14069999999999994
0336-019,24100.0,58776.9749,58808.89265,31.917750000000524,1.1374,1.1272,-0.010199999999999987
0336-019,24100.0,59073.16131,59104.07963,30.91831999999704,1.2956,1.4973,0.2017
0336-019,24100.0,59073.16131,59104.17364,31.012329999997746,1.2956,1.1132,-0.18240000000000012
0336-019,24100.0,59104.07963,59131.00964,26.9300099999964,1.4973,1.1625,-0.3348
0336-019,24100.0,59104.07963,59132.00397,27.924339999997756,1.4973,1.3112,-0.18610000000000015
0336-019,24100.0,59104.07963,59132.09634,28.016709999996237,1.4973,1.4891,-0.008199999999999985
0336-019,24100.0,59104.17364,59131.00964,26.835999999995693,1.1132,1.1625,0.04930000000000012
0336-019,24100.0,59104.17364,59132.00397,27.830329999997048,1.1132,1.3112,0.19799999999999995
0336-019,24100.0,59104.17364,59132.09634,27.92269999999553,1.1132,1.4891,0.3759000000000001
0336-019,24100.0,59197.82755,59230.74296,32.91541000000143,0.9863,0.8676,-0.11869999999999992
0336-019,24100.0,59197.91993,59230.74296,32.82303000000684,0.9349,0.8676,-0.06729999999999992
0336-019,24100.0,59230.74296,59260.65012,29.9071599999952,0.8676,0.8234,-0.04420000000000002
0336-019,24100.0,59230.74296,59260.74771,30.004750000000058,0.8676,0.8599,-0.00770000000000004
0336-019,24100.0,59260.65012,59292.56526,31.915140000004612,0.8234,0.7095,-0.1139
0336-019,24100.0,59260.65012,59297.56732,36.917200000003504,0.8234,0.6559,-0.16749999999999998
0336-019,24100.0,59260.74771,59292.56526,31.817549999999756,0.8599,0.7095,-0.15039999999999998
0336-019,24100.0,59260.74771,59297.56732,36.81960999999865,0.8599,0.6559,-0.20399999999999996
0336-019,24100.0,59354.49338,59391.2923,36.79892000000109,0.5994,0.6086,0.009199999999999986
0336-019,24100.0,59354.49338,59391.38184,36.88846000000194,0.5994,0.4744,-0.12500000000000006
0336-019,24100.0,59593.84267,59632.63256,38.789890000000014,0.4806,0.5706,0.08999999999999997
0336-019,24100.0,59593.84267,59632.63256,38.789890000000014,0.4806,0.5706,0.08999999999999997
0336-019,24100.0,59632.63256,59662.62009,29.987529999998515,0.5706,1.1781,0.6074999999999999
0336-019,24100.0,59632.63256,59662.62264,29.990080000003218,0.5706,0.6031,0.03249999999999997
0336-019,24100.0,59662.62009,59689.48679,26.86670000000595,1.1781,0.9484,-0.2296999999999999
0336-019,24100.0,59662.62264,59689.48679,26.864150000001246,0.6031,0.9484,0.34530000000000005
0336-019,24100.0,59870.99016,59907.88141,36.89125000000058,1.4571,1.434,-0.02310000000000012
0336-019,24100.0,59871.11031,59907.88141,36.77110000000539,1.3548,1.434,0.07919999999999994
0336-019,24100.0,59907.88141,59932.82583,24.94441999999981,1.434,1.3085,-0.12549999999999994
0336-019,24100.0,59932.82583,59972.71719,39.89136000000144,1.3085,1.7224,0.41389999999999993
0336-019,24100.0,59972.71719,59997.64453,24.92733999999473,1.7224,1.7008,-0.02159999999999984
0336-019,24100.0,60088.42149,60116.31977,27.89828000000125,2.6497,2.3393,-0.3104
0336-019,24100.0,60179.1398,60206.06377,26.923970000003465,2.39,2.422,0.03200000000000003
0336-019,43000.0,53827.452,53855.369,27.91700000000128,2.046,1.653,-0.3929999999999998
0336-019,43000.0,53855.369,53878.327,22.95799999999872,1.653,1.691,0.038000000000000034
0336-019,43000.0,53855.369,53879.327,23.95799999999872,1.653,1.956,0.30299999999999994
0336-019,43000.0,53878.327,53913.244,34.91700000000128,1.691,2.056,0.365
0336-019,43000.0,53879.327,53913.244,33.91700000000128,1.956,2.056,0.10000000000000009
0336-019,43000.0,53913.244,53951.119,37.875,2.056,2.279,0.22299999999999986
0336-019,43000.0,53913.244,53952.119,38.875,2.056,2.03,-0.026000000000000245
0336-019,43000.0,53913.244,53953.119,39.875,2.056,2.244,0.18800000000000017
0336-019,43000.0,53951.119,53971.077,19.95799999999872,2.279,1.682,-0.597
0336-019,43000.0,53951.119,53972.077,20.95799999999872,2.279,1.778,-0.5009999999999999
0336-019,43000.0,53951.119,53973.077,21.95799999999872,2.279,1.441,-0.8379999999999999
0336-019,43000.0,53952.119,53971.077,18.95799999999872,2.03,1.682,-0.34799999999999986
0336-019,43000.0,53952.119,53972.077,19.95799999999872,2.03,1.778,-0.2519999999999998
0336-019,43000.0,53952.119,53973.077,20.95799999999872,2.03,1.441,-0.5889999999999997
0336-019,43000.0,53953.119,53971.077,17.95799999999872,2.244,1.682,-0.5620000000000003
0336-019,43000.0,53953.119,53972.077,18.95799999999872,2.244,1.778,-0.4660000000000002
0336-019,43000.0,53953.119,53973.077,19.95799999999872,2.244,1.441,-0.8030000000000002
0336-019,43000.0,53953.119,53997.994,44.875,2.244,1.707,-0.5370000000000001
0336-019,43000.0,53971.077,53997.994,26.91700000000128,1.682,1.707,0.025000000000000133
0336-019,43000.0,53971.077,53998.994,27.91700000000128,1.682,1.174,-0.508
0336-019,43000.0,53972.077,53997.994,25.91700000000128,1.778,1.707,-0.07099999999999995
0336-019,43000.0,53972.077,53998.994,26.91700000000128,1.778,1.174,-0.6040000000000001
0336-019,43000.0,53973.077,53997.994,24.91700000000128,1.441,1.707,0.266
0336-019,43000.0,53973.077,53998.994,25.91700000000128,1.441,1.174,-0.2670000000000001
0336-019,43000.0,54277.244,54321.118,43.874000000003434,2.295,1.467,-0.8279999999999998
0336-019,43000.0,54277.244,54322.119,44.875,2.295,1.405,-0.8899999999999999
0336-019,43000.0,54321.118,54364.994,43.875999999996566,1.467,2.231,0.7639999999999998
0336-019,43000.0,54322.119,54364.994,42.875,1.405,2.231,0.8259999999999998
0336-019,43000.0,54322.119,54366.994,44.875,1.405,2.014,0.6089999999999998
0336-019,43000.0,54364.994,54390.958,25.963999999999942,2.231,2.516,0.28500000000000014
0336-019,43000.0,54366.994,54390.958,23.963999999999942,2.014,2.516,0.5020000000000002
0336-019,43000.0,54390.958,54421.822,30.864000000001397,2.516,2.282,-0.23399999999999999
0336-019,43000.0,54390.958,54423.822,32.8640000000014,2.516,2.114,-0.40200000000000014
0336-019,43000.0,54390.958,54424.822,33.8640000000014,2.516,2.148,-0.3679999999999999
0336-019,43000.0,54421.822,54436.822,15.0,2.282,2.117,-0.16500000000000004
0336-019,43000.0,54421.822,54437.822,16.0,2.282,2.256,-0.026000000000000245
0336-019,43000.0,54436.822,54479.697,42.875,2.117,1.956,-0.16100000000000003
0336-019,43000.0,54436.822,54480.697,43.875,2.117,2.05,-0.06700000000000017
0336-019,43000.0,54437.822,54479.697,41.875,2.256,1.956,-0.2999999999999998
0336-019,43000.0,54437.822,54480.697,42.875,2.256,2.05,-0.20599999999999996
0336-019,43000.0,54479.697,54506.614,26.91700000000128,1.956,1.995,0.039000000000000146
0336-019,43000.0,54479.697,54523.569,43.87200000000303,1.956,1.676,-0.28
0336-019,43000.0,54480.697,54506.614,25.91700000000128,2.05,1.995,-0.054999999999999716
0336-019,43000.0,54480.697,54523.569,42.87200000000303,2.05,1.676,-0.3739999999999999
0336-019,43000.0,54506.614,54523.569,16.955000000001746,1.995,1.676,-0.3190000000000002
0336-019,43000.0,54523.569,54556.444,32.875,1.676,2.164,0.4880000000000002
0336-019,43000.0,54523.569,54557.448,33.87899999999354,1.676,1.742,0.06600000000000006
0336-019,43000.0,54556.444,54580.363,23.918999999994412,2.164,1.68,-0.4840000000000002
0336-019,43000.0,54556.444,54597.324,40.87999999999738,2.164,1.625,-0.5390000000000001
0336-019,43000.0,54557.448,54580.363,22.915000000000873,1.742,1.68,-0.062000000000000055
0336-019,43000.0,54557.448,54597.324,39.87600000000384,1.742,1.625,-0.11699999999999999
0336-019,43000.0,54580.363,54597.324,16.96100000000297,1.68,1.625,-0.05499999999999994
0336-019,43000.0,54580.363,54611.281,30.918000000005122,1.68,1.575,-0.10499999999999998
0336-019,43000.0,54580.363,54612.281,31.918000000005122,1.68,1.858,0.17800000000000016
0336-019,43000.0,54597.324,54642.197,44.87299999999959,1.625,1.572,-0.052999999999999936
0336-019,43000.0,54611.281,54642.197,30.91599999999744,1.575,1.572,-0.0029999999999998916
0336-019,43000.0,54611.281,54643.194,31.913000000000466,1.575,1.761,0.18599999999999994
0336-019,43000.0,54611.281,54644.197,32.91599999999744,1.575,1.705,0.13000000000000012
0336-019,43000.0,54612.281,54642.197,29.91599999999744,1.858,1.572,-0.28600000000000003
0336-019,43000.0,54612.281,54643.194,30.913000000000466,1.858,1.761,-0.0970000000000002
0336-019,43000.0,54612.281,54644.197,31.91599999999744,1.858,1.705,-0.15300000000000002
0336-019,43000.0,54642.197,54659.155,16.95799999999872,1.572,1.769,0.19699999999999984
0336-019,43000.0,54642.197,54660.155,17.95799999999872,1.572,1.398,-0.17400000000000015
0336-019,43000.0,54642.197,54680.114,37.91700000000128,1.572,1.947,0.375
0336-019,43000.0,54642.197,54681.114,38.91700000000128,1.572,2.117,0.5449999999999999
0336-019,43000.0,54642.197,54682.114,39.91700000000128,1.572,1.999,0.42700000000000005
0336-019,43000.0,54643.194,54659.155,15.960999999995693,1.761,1.769,0.008000000000000007
0336-019,43000.0,54643.194,54660.155,16.960999999995693,1.761,1.398,-0.363
0336-019,43000.0,54643.194,54680.114,36.919999999998254,1.761,1.947,0.18600000000000017
0336-019,43000.0,54643.194,54681.114,37.919999999998254,1.761,2.117,0.3560000000000001
0336-019,43000.0,54643.194,54682.114,38.919999999998254,1.761,1.999,0.2380000000000002
0336-019,43000.0,54644.197,54660.155,15.95799999999872,1.705,1.398,-0.30700000000000016
0336-019,43000.0,54644.197,54680.114,35.91700000000128,1.705,1.947,0.242
0336-019,43000.0,54644.197,54681.114,36.91700000000128,1.705,2.117,0.4119999999999999
0336-019,43000.0,54644.197,54682.114,37.91700000000128,1.705,1.999,0.29400000000000004
0336-019,43000.0,54659.155,54680.114,20.95900000000256,1.769,1.947,0.17800000000000016
0336-019,43000.0,54659.155,54681.114,21.95900000000256,1.769,2.117,0.3480000000000001
0336-019,43000.0,54659.155,54682.114,22.95900000000256,1.769,1.999,0.2300000000000002
0336-019,43000.0,54660.155,54680.114,19.95900000000256,1.398,1.947,0.5490000000000002
0336-019,43000.0,54660.155,54681.114,20.95900000000256,1.398,2.117,0.7190000000000001
0336-019,43000.0,54660.155,54682.114,21.95900000000256,1.398,1.999,0.6010000000000002
0336-019,43000.0,54680.114,54708.031,27.91700000000128,1.947,2.473,0.5259999999999998
0336-019,43000.0,54680.114,54709.031,28.91700000000128,1.947,2.503,0.556
0336-019,43000.0,54680.114,54710.031,29.91700000000128,1.947,2.928,0.9809999999999999
0336-019,43000.0,54681.114,54708.031,26.91700000000128,2.117,2.473,0.35599999999999987
0336-019,43000.0,54681.114,54709.031,27.91700000000128,2.117,2.503,0.3860000000000001
0336-019,43000.0,54681.114,54710.031,28.91700000000128,2.117,2.928,0.8109999999999999
0336-019,43000.0,54682.114,54708.031,25.91700000000128,1.999,2.473,0.47399999999999975
0336-019,43000.0,54682.114,54709.031,26.91700000000128,1.999,2.503,0.504
0336-019,43000.0,54682.114,54710.031,27.91700000000128,1.999,2.928,0.9289999999999998
0336-019,43000.0,54708.031,54743.958,35.92699999999604,2.473,2.281,-0.19199999999999973
0336-019,43000.0,54708.031,54744.958,36.92699999999604,2.473,1.821,-0.6519999999999999
0336-019,43000.0,54709.031,54743.958,34.92699999999604,2.503,2.281,-0.22199999999999998
0336-019,43000.0,54709.031,54744.958,35.92699999999604,2.503,1.821,-0.6820000000000002
0336-019,43000.0,54710.031,54743.958,33.92699999999604,2.928,2.281,-0.6469999999999998
0336-019,43000.0,54710.031,54744.958,34.92699999999604,2.928,1.821,-1.107
0336-019,43000.0,54743.958,54779.822,35.8640000000014,2.281,2.155,-0.12600000000000033
0336-019,43000.0,54743.958,54780.822,36.8640000000014,2.281,2.111,-0.16999999999999993
0336-019,43000.0,54743.958,54781.822,37.8640000000014,2.281,2.342,0.06099999999999994
0336-019,43000.0,54744.958,54779.822,34.8640000000014,1.821,2.155,0.33399999999999985
0336-019,43000.0,54744.958,54780.822,35.8640000000014,1.821,2.111,0.29000000000000026
0336-019,43000.0,54744.958,54781.822,36.8640000000014,1.821,2.342,0.5210000000000001
0336-019,43000.0,54779.822,54807.822,28.0,2.155,2.48,0.3250000000000002
0336-019,43000.0,54779.822,54808.822,29.0,2.155,2.556,0.40100000000000025
0336-019,43000.0,54779.822,54809.822,30.0,2.155,2.563,0.40800000000000036
0336-019,43000.0,54780.822,54807.822,27.0,2.111,2.48,0.3689999999999998
0336-019,43000.0,54780.822,54808.822,28.0,2.111,2.556,0.44499999999999984
0336-019,43000.0,54780.822,54809.822,29.0,2.111,2.563,0.45199999999999996
0336-019,43000.0,54781.822,54807.822,26.0,2.342,2.48,0.1379999999999999
0336-019,43000.0,54781.822,54808.822,27.0,2.342,2.556,0.21399999999999997
0336-019,43000.0,54781.822,54809.822,28.0,2.342,2.563,0.22100000000000009
0336-019,43000.0,54807.822,54840.696,32.874000000003434,2.48,1.898,-0.5820000000000001
0336-019,43000.0,54807.822,54841.697,33.875,2.48,2.291,-0.18900000000000006
0336-019,43000.0,54807.822,54842.694,34.87200000000303,2.48,1.79,-0.69
0336-019,43000.0,54808.822,54840.696,31.874000000003434,2.556,1.898,-0.6580000000000001
0336-019,43000.0,54808.822,54841.697,32.875,2.556,2.291,-0.2650000000000001
0336-019,43000.0,54808.822,54842.694,33.87200000000303,2.556,1.79,-0.766
0336-019,43000.0,54809.822,54840.696,30.874000000003434,2.563,1.898,-0.6650000000000003
0336-019,43000.0,54809.822,54841.697,31.875,2.563,2.291,-0.27200000000000024
0336-019,43000.0,54809.822,54842.694,32.87200000000303,2.563,1.79,-0.7730000000000001
0336-019,43000.0,54840.696,54878.618,37.92199999999866,1.898,2.35,0.4520000000000002
0336-019,43000.0,54841.697,54878.618,36.921000000002095,2.291,2.35,0.05900000000000016
0336-019,43000.0,54842.694,54878.618,35.92399999999907,1.79,2.35,0.56
0336-019,43000.0,54929.447,54959.324,29.877000000000407,1.495,1.186,-0.30900000000000016
0336-019,43000.0,54929.447,54961.321,31.874000000003434,1.495,1.104,-0.391
0336-019,43000.0,54930.447,54959.324,28.877000000000407,1.571,1.186,-0.385
0336-019,43000.0,54930.447,54961.321,30.874000000003434,1.571,1.104,-0.46699999999999986
0336-019,43000.0,55167.822,55209.699,41.87700000000041,1.437,0.953,-0.4840000000000001
0336-019,43000.0,55168.822,55209.699,40.87700000000041,1.082,0.953,-0.12900000000000011
0420-014,5000.0,53445.614,53477.723,32.10899999999674,4.268,4.298,0.03000000000000025
0420-014,5000.0,53445.614,53477.731,32.11699999999837,4.268,4.396,0.1280000000000001
0420-014,5000.0,53445.614,53478.538,32.92399999999907,4.268,4.297,0.028999999999999915
0420-014,5000.0,53445.614,53478.546,32.9320000000007,4.268,4.29,0.02200000000000024
0420-014,5000.0,53477.723,53503.389,25.666000000004715,4.298,4.015,-0.28300000000000036
0420-014,5000.0,53477.723,53503.635,25.9120000000039,4.298,3.652,-0.6459999999999999
0420-014,5000.0,53477.723,53504.364,26.64100000000326,4.298,3.895,-0.403
0420-014,5000.0,53477.723,53504.508,26.785000000003492,4.298,3.71,-0.5880000000000001
0420-014,5000.0,53477.723,53505.36,27.637000000002445,4.298,3.551,-0.7469999999999999
0420-014,5000.0,53477.723,53505.505,27.781999999999243,4.298,3.796,-0.5020000000000002
0420-014,5000.0,53477.731,53503.389,25.658000000003085,4.396,4.015,-0.3810000000000002
0420-014,5000.0,53477.731,53503.635,25.90400000000227,4.396,3.652,-0.7439999999999998
0420-014,5000.0,53477.731,53504.364,26.63300000000163,4.396,3.895,-0.5009999999999999
0420-014,5000.0,53477.731,53504.508,26.777000000001863,4.396,3.71,-0.6859999999999999
0420-014,5000.0,53477.731,53505.36,27.629000000000815,4.396,3.551,-0.8449999999999998
0420-014,5000.0,53477.731,53505.505,27.773999999997613,4.396,3.796,-0.6000000000000001
0420-014,5000.0,53478.538,53503.389,24.851000000002387,4.297,4.015,-0.28200000000000003
0420-014,5000.0,53478.538,53503.635,25.09700000000157,4.297,3.652,-0.6449999999999996
0420-014,5000.0,53478.538,53504.364,25.82600000000093,4.297,3.895,-0.4019999999999997
0420-014,5000.0,53478.538,53504.508,25.970000000001164,4.297,3.71,-0.5869999999999997
0420-014,5000.0,53478.538,53505.36,26.822000000000116,4.297,3.551,-0.7459999999999996
0420-014,5000.0,53478.538,53505.505,26.966999999996915,4.297,3.796,-0.5009999999999999
0420-014,5000.0,53478.546,53503.389,24.843000000000757,4.29,4.015,-0.27500000000000036
0420-014,5000.0,53478.546,53503.635,25.088999999999942,4.29,3.652,-0.6379999999999999
0420-014,5000.0,53478.546,53504.364,25.8179999999993,4.29,3.895,-0.395
0420-014,5000.0,53478.546,53504.508,25.961999999999534,4.29,3.71,-0.5800000000000001
0420-014,5000.0,53478.546,53505.36,26.813999999998487,4.29,3.551,-0.7389999999999999
0420-014,5000.0,53478.546,53505.505,26.958999999995285,4.29,3.796,-0.4940000000000002
0420-014,5000.0,53503.389,53543.491,40.10199999999895,4.015,4.043,0.02800000000000047
